NOME;INSTITUICAO_ENSINO_ALUNO_2020;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020
ALUNO-574;Escola Pública;10;0;1C;Não;8.263.334.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;9.4;7.5;10;7.5;7.166.663.333.333.330;5
ALUNO-575;Escola Pública;12;0;1E;Não;4.701.666.666.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;841.668;3.3;6.875;0;6.458.333.333.333.330;6.833.326.666.666.660;5
ALUNO-576;Escola Pública;12;1;3M;Não;7.793.543.333.333.330;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;875.001;5.4;7.5;8.666.666.666.666.660;796.875;779.167;10
ALUNO-577;Escola Pública;14;2;3R;Sim;7.993.334.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;7.5;9.3;7.5;7.666.666.666.666.660;8.333.333.333.333.330;883.334;5
ALUNO-578;Escola Pública;13;2;4L;Não;4.833.887.333.333.330;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;7.5;2.1;7.5;0;7.916.666.666.666.660;5.611.103.333.333.330;10
ALUNO-579;Escola Pública;12;1;3F;Não;6.254.445.333.333.330;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;2.8;7.5;36.666.666.666.666.600;7.5;772.222;10
ALUNO-580;Escola Pública;16;1;3L;Não;4.336.873.833.333.330;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;7.5;3.7;4.375;26.666.666.666.666.600;609.375;50.833.275;2.5
ALUNO-581;Escola Pública;12;2;2C;Não;7.940.278.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;8.5;6.875;9;7.916.666.666.666.660;7.555.549.999.999.990;5
ALUNO-582;Escola Pública;9;2;0D;Não;8.312.502;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;10;7.5;9.5;8.125;7.5;5
ALUNO-583;Escola Pública;10;1;0E;Não;76.333.340.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;10;7.5;9.5;5;566.666;5
ALUNO-584;Escola Pública;12;0;3C;Não;8.193.334.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;875.001;8.3;7.5;7.333.333.333.333.330;8.749.999.999.999.990;7.833.333.333.333.330;10
ALUNO-585;Rede Decisão/União;14;4;4A;Não;8.796.113.333.333.330;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;9.8;10;6.666.666.666.666.660;8.749.999.999.999.990;855.556;10
ALUNO-586;Escola Pública;8;0;0C;Não;8.254.168;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.500.020.000.000.000;10;7.5;7.5;6.875;683.333;10
ALUNO-587;Escola Pública;11;1;1J;Não;7.804.168.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;74.166.799.999.999.900;8;6.875;10;7.083.333.333.333.330;7.833.333.333.333.330;5
ALUNO-588;Escola Pública;10;1;1J;Não;6.602.502;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;6.7;7.5;4.25;7.291.666.666.666.660;7.666.666.666.666.660;5
ALUNO-589;Escola Pública;16;3;5G;Não;52.535.425;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;833.334;6.7;3.125;4;609.375;42.916.675;5
ALUNO-590;Escola Pública;8;1;0D;Não;8.308.336;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;10;4.375;9;6.875;741.667;10
ALUNO-591;Escola Pública;14;1;3M;Não;6.205.209.666.666.660;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;916.668;5.5;7.5;33.333.333.333.333.300;796.875;7.375;5
ALUNO-592;Escola Pública;11;2;2L;Não;7.635.279.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;750.002;8.6;7.5;6;7.708.333.333.333.330;7.222.219.999.999.990;10
ALUNO-593;Escola Pública;17;2;5L;Não;6.116.945.666.666.660;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;875.001;4.8;7.5;26.666.666.666.666.600;8.541.666.666.666.660;8.222.223.333.333.330;5
ALUNO-594;Escola Pública;10;1;0B;Sim;8.900.004;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;10;7.5;8.5;10;1.000.001;5
ALUNO-595;Escola Pública;10;2;1N;Não;6.611.668;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;700.002;4.6;7.5;8;7.083.333.333.333.330;7.166.663.333.333.330;5
ALUNO-596;Escola Pública;16;1;6A;Não;53.102.075;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;0;4.9;7.5;2;796.875;69.166.625;10
ALUNO-597;Rede Decisão/União;16;4;5B;Não;7.297.778.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;916.668;9.1;7.5;5.333.333.333.333.330;8.333.333.333.333.330;7.055.553.333.333.330;5
ALUNO-598;Escola Pública;13;1;2D;Não;8.041.252;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;9.3;7.5;8.5;78.125;7.75;5
ALUNO-599;Escola Pública;7;1;0B;Não;9.116.669;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;10.000.020.000.000.000;10;7.5;10;7.5;8.083.335;10
ALUNO-600;Rede Decisão/União;12;3;3B;Não;7.818.543.333.333.330;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;958.335;7.4;7.5;6.666.666.666.666.660;796.875;7.5;10
ALUNO-601;FIAP;15;2;8A;;8.976.668;A;Topázio;Seu destaque em 2020: O seu bom engajamento nas avaliações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;916.668;10;7.5;8.9;0;0;10
ALUNO-602;Escola Pública;13;4;2H;Não;6.394.585;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;791.668;8.9;4.375;3.5;46.875;8.583.335;5
ALUNO-603;Escola Pública;11;4;1D;Não;7.648.752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;750.002;9.4;7.5;7.5;71.875;7.75;5
ALUNO-604;Escola Pública;10;1;0E;Sim;77.341.690.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;9.9;4.375;9.5;2.5;8.833.335;5
ALUNO-605;Escola Pública;10;1;1A;Não;7.852.501.999.999.990;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;7.7;7.5;8.5;8.125;8;5
ALUNO-606;Escola Pública;16;2;6B;Não;68.100.005;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;5.8;6.25;4.5;7.5;79.166.675;10
ALUNO-607;Escola Pública;8;1;1A;Não;8.541.252;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;10.000.020.000.000.000;8.8;7.5;9;78.125;7.25;10
ALUNO-608;Rede Decisão/União;15;1;3J;Sim;8.266.390.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;833.334;8.7;6.875;8.333.333.333.333.330;9.166.666.666.666.660;9.611.113.333.333.330;5
ALUNO-609;Escola Pública;12;2;2B;Sim;7.356.669.999.999.990;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.000.020.000.000.000;8.2;7.5;6.5;5;933.334;5
ALUNO-610;Rede Decisão/União;14;2;4E;Sim;8.229.169.833.333.330;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;5.5;10;6.666.666.666.666.660;9.375;97.083.425;10
ALUNO-611;Rede Decisão/União;10;1;2F;Não;8.035.278.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;9.1;5;8;7.708.333.333.333.330;7.222.216.666.666.660;10
ALUNO-612;Escola Pública;11;1;2N;Não;8.788.613.333.333.330;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.500.020.000.000.000;9.7;6.875;9;8.333.333.333.333.330;7.888.890.000.000.000;10
ALUNO-613;Escola Pública;13;1;3B;Não;7.046.043;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;958.335;8.1;6.25;4;734.375;6.541.665;10
ALUNO-614;Rede Decisão/União;17;1;6C;Não;7.131.251.333.333.330;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;7.5;8;6.25;6.166.666.666.666.660;78.125;820.834;5
ALUNO-615;Escola Pública;17;1;6A;Não;5.431.249.666.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;0;4.5;6.25;5.833.333.333.333.330;78.125;7.291.665;5
ALUNO-616;Escola Pública;13;1;3A;Não;7.178.543.166.666.660;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;958.335;6.7;7.5;4.833.333.333.333.330;796.875;68.333.325;10
ALUNO-617;Escola Pública;14;1;4E;Não;77.379.188.333.333.300;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;958.335;7.2;5;7.666.666.666.666.660;78.125;76.250.025;10
ALUNO-618;UNISA;19;1;8A;;9.338.335;A;Topázio;Seu destaque em 2020: O seu bom engajamento nas avaliações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;958.335;10;7.5;9.7;0;0;10
ALUNO-619;Escola Pública;12;1;2C;Não;74.925.006.666.666.600;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;691.668;8.9;7.5;7.5;7.708.333.333.333.330;7.499.996.666.666.660;5
ALUNO-620;Escola Pública;13;1;2D;Não;69.812.520.000.000.000;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;7;7.5;6;78.125;7.5;5
ALUNO-621;Escola Pública;17;3;6A;Não;5.968.749.333.333.330;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;7.5;7;6.25;31.666.666.666.666.600;71.875;670.833;5
ALUNO-622;Escola Pública;15;0;3J;Não;6.225.555.333.333.330;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;916.668;6.1;6.875;4.666.666.666.666.660;8.125;5.777.770.000.000.000;5
ALUNO-623;Escola Pública;16;2;4F;Não;30.650.014.999.999.900;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;666.667;1.2;2.5;0;5;45.416.725;5
ALUNO-624;Escola Pública;10;1;0E;Não;7.029.166.999.999.990;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;10;5.625;9;2.5;4.833.325;5
ALUNO-625;Escola Pública;9;2;1H;Não;8.673.890.666.666.660;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.500.020.000.000.000;8.8;7.5;9.5;7.916.666.666.666.660;761.111;10
ALUNO-626;Escola Pública;13;1;3B;Não;8.281.250.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;833.334;9;7.5;8.666.666.666.666.660;78.125;6.916.665;10
ALUNO-627;UNISA;18;1;8A;;8.818.335.000.000.000;B;Ametista;Seu destaque em 2020: O seu bom engajamento nas avaliações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;958.335;10;7.5;8.4;0;0;10
ALUNO-628;Escola Pública;15;1;3F;Sim;8.552.224.666.666.660;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;916.668;9.9;6.875;9.333.333.333.333.330;8.125;8.944.449.999.999.990;5
ALUNO-629;Escola Pública;14;2;3L;Não;62.183.348.333.333.300;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;10.000.020.000.000.000;7.8;4.375;4.666.666.666.666.660;5.625;61.249.975;5
ALUNO-630;Escola Pública;13;1;2D;Não;8.080.002;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.000.020.000.000.000;9.9;7.5;9;7.5;7.5;5
ALUNO-631;Escola Pública;13;3;2E;Não;56.905.573.333.333.300;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;6.3;5;4;6.25;5.277.776.666.666.660;5
ALUNO-632;Escola Pública;9;1;1F;Não;7.627.502;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.500.020.000.000.000;8.7;6.25;4.5;8.125;8;10
ALUNO-633;Escola Pública;11;0;1M;Não;8.043.751;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;79.166.799.999.999.900;8.5;7.5;10;71.875;7.916.665;5
ALUNO-634;Escola Pública;9;1;1G;Não;8.178.752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.000.020.000.000.000;8.3;7.5;9;71.875;7.25;10
ALUNO-635;Escola Pública;12;1;3C;Sim;8.925.003;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.583.350.000.000.000;9.5;6.25;8.333.333.333.333.330;8.749.999.999.999.990;9.500.006.666.666.660;10
ALUNO-636;Escola Pública;10;2;1D;Não;6.268.752;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;5;7.5;4.5;71.875;7.25;5
ALUNO-637;Escola Pública;15;1;5B;Não;4.420.833.666.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;2;3.75;0;6.875;5.833.333.333.333.330;10
ALUNO-638;Escola Pública;15;1;5F;Sim;73.906.255.000.000.000;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;708.333;7;6.875;5;828.125;88.333.375;10
ALUNO-639;Escola Pública;10;0;1K;Não;5.367.224;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;5.1;7.5;0;7.916.666.666.666.660;7.277.776.666.666.660;5
ALUNO-640;Escola Pública;15;3;5B;Não;8.233.335;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;875.001;8;8.75;6.333.333.333.333.330;9.166.666.666.666.660;8.500.003.333.333.330;10
ALUNO-641;Escola Pública;13;1;2M;Não;5.692.918;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.000.020.000.000.000;3.1;6.875;4.25;71.875;758.333;5
ALUNO-642;Escola Pública;10;1;0D;Não;7.745.836.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;10;5.625;10;2.5;766.667;5
ALUNO-643;Escola Pública;13;1;2G;Não;7.060.279.333.333.330;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;8.1;7.5;4.5;8.125;7.888.886.666.666.660;5
ALUNO-644;Escola Pública;17;1;7A;Não;5.461.458.666.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;1;7.5;4.333.333.333.333.330;703.125;5.75;10
ALUNO-645;UNISA;19;1;8A;;9.218.335;A;Topázio;Seu destaque em 2020: O seu bom engajamento nas avaliações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;958.335;10;7.5;9.4;0;0;10
ALUNO-646;Escola Pública;11;1;2N;Não;8.100.557.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.500.020.000.000.000;9.6;6.875;8;6.875;6.777.776.666.666.660;10
ALUNO-647;Rede Decisão/União;12;3;3B;Não;6.828.125.666.666.660;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;9.5;4.375;33.333.333.333.333.300;765.625;6.333.335;10
ALUNO-648;Escola Pública;11;0;2L;Não;6.912.779.333.333.330;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;6.8;7.5;3.75;7.083.333.333.333.330;7.222.219.999.999.990;10
ALUNO-649;Escola Pública;11;0;2D;Não;8.153.752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.500.020.000.000.000;8.8;7.5;7;84.375;7.75;10
ALUNO-650;Rede Decisão/União;16;4;6A;Não;7.820.418.166.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;875.001;8.8;6.25;5.333.333.333.333.330;84.375;82.500.025;10
ALUNO-651;Escola Pública;11;0;1K;Não;6.790.556.666.666.660;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;5.8;5;7.5;7.083.333.333.333.330;7.611.106.666.666.660;5
ALUNO-652;Escola Pública;16;2;6B;Não;7.520.000.166.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;7.6;6.25;5.833.333.333.333.330;7.5;8.333.332.500.000.000;10
