NOME;INSTITUICAO_ENSINO_ALUNO_2020;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020
ALUNO-415;Escola Pública;11;2;2M;Não;7.044.585;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.500.020.000.000.000;7.9;8.125;2.5;71.875;7.916.665;10
ALUNO-416;Escola Pública;11;1;2N;Não;8.070.001.999.999.990;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.500.020.000.000.000;9.6;7.5;6.5;7.5;7.5;10
ALUNO-417;Escola Pública;12;2;2R;Não;7.458.336.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;750.002;9;6.875;6;8.541.666.666.666.660;8.333.336.666.666.660;5
ALUNO-418;Rede Decisão/União;13;4;3A;Sim;8.703.753.666.666.660;A;Topázio;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;10.000.020.000.000.000;7.3;10;8.333.333.333.333.330;84.375;8.666.675;10
ALUNO-419;Escola Pública;10;0;0D;Não;7.940.418;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.000.020.000.000.000;9.4;8.125;10;78.125;583.333;5
ALUNO-420;Rede Decisão/União;8;0;0H;Não;7.993.333.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;9.8;5;10;2.5;6.916.655;10
ALUNO-421;Escola Pública;17;1;6C;Não;5.075.208.833.333.330;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;541.667;4.6;5;26.666.666.666.666.600;671.875;70.416.675;5
ALUNO-422;Escola Pública;15;1;4L;Não;5.955.279;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;875.001;5.7;7.5;2;8.125;738.889;5
ALUNO-423;Rede Decisão/União;10;2;2F;Sim;8.890.836;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;9.1;7.5;9;8.541.666.666.666.660;8.833.336.666.666.660;10
ALUNO-424;Escola Pública;13;1;3B;Não;8.154.376.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;9.1;5.625;8;796.875;791.667;10
ALUNO-425;Escola Pública;14;2;4L;Não;6.502.500.333.333.330;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;958.335;3.7;7.5;5.333.333.333.333.330;8.541.666.666.666.660;5.666.659.999.999.990;10
ALUNO-426;Escola Pública;16;0;4B;Não;5.549.445.666.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;958.335;6.4;6.875;0;8.125;6.555.553.333.333.330;5
ALUNO-427;Escola Pública;12;1;3E;Não;6.485.277;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;6.6;7.5;23.333.333.333.333.300;8.125;6.722.216.666.666.660;10
ALUNO-428;Escola Pública;13;3;3L;Não;7.735.417;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;7.5;5;8;84.375;7.5;10
ALUNO-429;Escola Pública;14;1;2B;Não;74.341.680.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;8.9;7.5;9;4.375;633.333;5
ALUNO-430;Escola Pública;13;3;3A;Não;6.240.207.333.333.330;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;541.666;4.3;7.5;4.666.666.666.666.660;796.875;6.791.665;10
ALUNO-431;Escola Pública;11;0;2L;Não;7.436.114.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;7.5;7.5;4.25;7.916.666.666.666.660;8.222.226.666.666.660;10
ALUNO-432;Escola Pública;7;0;0G;Não;8.641.250.000.000.000;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;9.8;7.5;10;78.125;624.999;10
ALUNO-433;Escola Pública;15;0;4B;Não;6.824.446.333.333.330;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;875.001;7.4;7.5;36.666.666.666.666.600;8.749.999.999.999.990;8.055.560.000.000.000;5
ALUNO-434;Escola Pública;13;2;3L;Não;7.096.875;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;5;7.5;7;796.875;616.666;10
ALUNO-435;Rede Decisão/União;14;3;3G;Sim;77.272.240.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;79.166.799.999.999.900;9.9;4.375;7.666.666.666.666.660;7.291.666.666.666.660;877.778;5
ALUNO-436;Escola Pública;12;4;2E;Sim;7.854.724.666.666.660;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;5.6;7.5;9.5;8.958.333.333.333.330;8.944.446.666.666.660;5
ALUNO-437;Escola Pública;14;0;3R;Não;5.591.389.333.333.330;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;916.668;5.2;7.5;16.666.666.666.666.600;7.291.666.666.666.660;6.611.106.666.666.660;5
ALUNO-438;Escola Pública;13;1;1D;Não;7.012.085.000.000.000;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.000.020.000.000.000;7.8;5;7.25;71.875;7.416.665;5
ALUNO-439;Escola Pública;16;3;6C;Não;6.48;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;875.001;3.9;7.5;4;7.5;7.624.995;10
ALUNO-440;Escola Pública;12;0;3M;Não;8.103.542.166.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;8.2;7.5;8.333.333.333.333.330;796.875;66.666.625;10
ALUNO-441;Rede Decisão/União;14;3;5B;Sim;8.435.835.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;875.001;8.7;9.375;5.666.666.666.666.660;9.166.666.666.666.660;9.166.673.333.333.330;10
ALUNO-442;Escola Pública;11;0;1M;Não;6.995.835.000.000.000;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;8;7.5;4.5;8.125;7.916.665;5
ALUNO-443;Escola Pública;11;1;2B;Não;8.812.502;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;10.000.020.000.000.000;9.5;7.5;9;8.125;7.75;10
ALUNO-444;Escola Pública;16;2;5F;Não;5.065.416;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;7.5;1.9;7.5;3;71.875;683.333;5
ALUNO-445;Escola Pública;15;2;4L;Não;4.682.222.333.333.330;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;958.335;2.8;7.5;0;7.916.666.666.666.660;5.611.103.333.333.330;5
ALUNO-446;Escola Pública;13;1;3C;Sim;9.198.059.333.333.330;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;10.000.020.000.000.000;8.9;7.5;8.666.666.666.666.660;9.791.666.666.666.660;9.777.786.666.666.660;10
ALUNO-447;Escola Pública;11;3;1G;Não;7.783.335;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;8.5;4.375;10;8.125;7.166.665;5
ALUNO-448;Escola Pública;9;0;0E;Não;8.118.749.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;683.334;10;7.5;10;71.875;7.333.325;5
ALUNO-449;Rede Decisão/União;11;3;2L;Sim;8.281.114;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;9.6;6.25;6.5;7.916.666.666.666.660;8.722.226.666.666.660;10
ALUNO-450;Escola Pública;12;1;2D;Não;7.971.252;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;10.000.020.000.000.000;9.7;7.5;7;78.125;8;5
ALUNO-451;Escola Pública;13;2;3B;Não;8.615.210.166.666.660;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;9.8;7.5;8.333.333.333.333.330;796.875;76.250.025;10
ALUNO-452;Escola Pública;12;1;1R;Não;6.857.223.333.333.330;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;6.8;4.375;6.5;6.875;8.111.106.666.666.660;5
ALUNO-453;Escola Pública;7;0;0G;Não;6.979.172.000.000.000;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;10;5.625;7;2.5;4.333.349.999.999.990;10
ALUNO-454;Escola Pública;8;1;0E;Não;8.091.669;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.500.020.000.000.000;10;6.25;9;2.5;7.833.335;10
ALUNO-455;Rede Decisão/União;11;2;2B;Não;8.196.669;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.000.020.000.000.000;7.4;7.5;9;7.5;8.083.335;10
ALUNO-456;Escola Pública;9;2;1F;Não;8.388.752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.000.020.000.000.000;7.6;7.5;10;71.875;8;10
ALUNO-457;Escola Pública;11;1;1E;Não;6.864.723.333.333.330;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;791.668;9.4;5.625;3.75;7.916.666.666.666.660;7.944.443.333.333.330;5
ALUNO-458;Escola Pública;10;1;2B;Não;8.341.669.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;10.000.020.000.000.000;9.5;7.5;7;6.25;8.333.335;10
ALUNO-459;Rede Decisão/União;14;3;4B;Sim;8.332.223.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;708.333;8.3;5;9;8.749.999.999.999.990;8.944.453.333.333.330;10
ALUNO-460;Escola Pública;12;1;1R;Não;71.236.120.000.000.000;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;6.5;5;9;7.291.666.666.666.660;7.222.216.666.666.660;5
ALUNO-461;Rede Decisão/União;10;2;1N;Não;8.450.835.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;9.4;8.125;9.5;7.916.666.666.666.660;8.333.333.333.333.330;5
ALUNO-462;Escola Pública;10;1;1N;Não;7.751.390.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;8;6.25;9.5;6.875;7.444.443.333.333.330;5
ALUNO-463;Escola JoÃƒÂ£o Paulo II;13;2;3A;Não;5.730.206.833.333.330;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;7.5;4.5;3.75;4.666.666.666.666.660;671.875;54.999.925;10
ALUNO-464;Escola Pública;11;0;2L;Não;6.381.112.000.000.000;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.000.020.000.000.000;6.1;7.5;3.5;6.666.666.666.666.660;6.222.216.666.666.660;10
ALUNO-465;Rede Decisão/União;15;4;4L;Sim;7.503.891;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;791.667;8.2;5.625;7;8.541.666.666.666.660;8.777.786.666.666.660;5
ALUNO-466;Escola Pública;12;3;3F;Não;6.508.056.333.333.330;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;958.335;8.2;7.5;0;7.708.333.333.333.330;6.944.439.999.999.990;10
ALUNO-467;Rede Decisão/União;13;3;4B;Sim;9.098.615;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;958.335;10;10;7;8.958.333.333.333.330;9.222.233.333.333.330;10
ALUNO-468;Escola Pública;11;1;0H;Não;7.889.583.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;10;7.5;8.5;65.625;6.916.655;5
ALUNO-469;Escola Pública;11;4;2M;Não;5.032.083;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;0;7.9;3.125;0;65.625;7.416.665;10
ALUNO-470;Escola Pública;16;1;6A;Não;4.045.624;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;0;3.4;5;0;640.625;6.124.995;10
ALUNO-471;Rede Decisão/União;15;4;5B;Não;79.133.346.666.666.600;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;833.334;8.4;5;7.333.333.333.333.330;8.333.333.333.333.330;8.000.003.333.333.330;10
ALUNO-472;Escola Pública;8;1;0E;Não;7.487.501.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;10;4.375;10;2.5;4.499.995;10
